Date,Event,ROUND,TIME,Results_1,Results_2,Fighter_1,Fighter_2,WEIGHT CLASS,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,PASS_1,PASS_2,METHOD_result,METHOD_note,Date.1,Event.1,Fighter_R,Fighter_B,METHOD,ROUND.1,TIME.1,TIME_FORMAT,REFEREE,KD_R,KD_B,SIG_STR_R,SIG_STR_B,pSIG_STR_R,pSIG_STR_B,TOTAL_STR_R,TOTAL_STR_B,TD_R,TD_B,pTD_R,pTD_B,SUB_ATT_R,SUB_ATT_B,PASS_R,PASS_B,REV_R,REV_B,HEAD_R,HEAD_B,BODY_R,BODY_B,LEG_R,LEG_B,CLINCH_R,CLINCH_B,DISTANCE_R,DISTANCE_B,GROUND_R,GROUND_B
2008-10-25,UFC 90: Silva vs Cote,3,5:00,win,-,Sean Sherk,Tyson Griffin,Lightweight,92.0,74.0,3.0,0.0,0.0,0.0,2.0,0.0,U-DEC,-,2008-10-25,UFC 90: Silva vs Cote,Sean Sherk,Tyson Griffin,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Smith,0.0,0.0,92 of 253,74 of 240,36%,30%,103 of 264,102 of 268,3 of 7,0 of 2,42%,0%,0.0,0.0,2.0,0.0,0.0,0.0,66 of 226,50 of 208,11 of 11,16 of 21,15 of 16,8 of 11,14 of 23,7 of 11,78 of 230,67 of 229,0 of 0,0 of 0
2008-10-25,UFC 90: Silva vs Cote,1,1:18,win,-,Thales Leites,Drew McFedries,Middleweight,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,SUB,Rear Naked Choke,2008-10-25,UFC 90: Silva vs Cote,Thales Leites,Drew McFedries,Submission,1,1:18,3 Rnd (5-5-5),Marc Fennell,0.0,0.0,0 of 0,1 of 2,0%,50%,4 of 4,1 of 2,1 of 2,0 of 0,50%,0%,1.0,0.0,1.0,0.0,0.0,0.0,0 of 0,1 of 1,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
2008-10-25,UFC 90: Silva vs Cote,3,3:56,win,-,Spencer Fisher,Shannon Gugerty,Lightweight,30.0,28.0,0.0,2.0,2.0,1.0,0.0,0.0,SUB,Triangle Choke,2008-10-25,UFC 90: Silva vs Cote,Spencer Fisher,Shannon Gugerty,Submission,3,3:56,3 Rnd (5-5-5),David Smith,1.0,0.0,30 of 54,28 of 46,55%,60%,76 of 101,54 of 73,0 of 2,2 of 13,0%,15%,2.0,1.0,0.0,0.0,1.0,0.0,13 of 31,7 of 23,10 of 16,10 of 12,7 of 7,11 of 11,18 of 25,10 of 13,10 of 25,16 of 31,2 of 4,2 of 2
2008-10-25,UFC 90: Silva vs Cote,3,5:00,win,-,Dan Miller,Matt Horwich,Middleweight,31.0,15.0,6.0,0.0,0.0,5.0,1.0,2.0,U-DEC,-,2008-10-25,UFC 90: Silva vs Cote,Dan Miller,Matt Horwich,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Reid,0.0,0.0,31 of 49,15 of 24,63%,62%,142 of 165,62 of 71,6 of 7,0 of 0,85%,0%,0.0,5.0,1.0,2.0,0.0,2.0,26 of 44,10 of 19,4 of 4,5 of 5,1 of 1,0 of 0,5 of 5,4 of 9,7 of 13,4 of 8,19 of 31,7 of 7
2008-10-25,UFC 90: Silva vs Cote,3,5:00,win,-,Hermes Franca,Marcus Aurelio,Lightweight,60.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,U-DEC,-,2008-10-25,UFC 90: Silva vs Cote,Hermes Franca,Marcus Aurelio,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Frederickson,0.0,0.0,60 of 122,40 of 104,49%,38%,65 of 127,55 of 120,0 of 0,1 of 9,0%,11%,0.0,0.0,0.0,1.0,0.0,0.0,24 of 71,34 of 97,1 of 4,2 of 3,35 of 47,4 of 4,0 of 1,1 of 2,60 of 121,37 of 100,0 of 0,2 of 2
2008-10-25,UFC 90: Silva vs Cote,3,5:00,win,-,Pete Sell,Joshua Burkman,Welterweight,65.0,50.0,1.0,4.0,1.0,0.0,1.0,1.0,U-DEC,-,2008-10-25,UFC 90: Silva vs Cote,Pete Sell,Joshua Burkman,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Reid,0.0,0.0,65 of 123,50 of 112,52%,44%,88 of 146,58 of 121,1 of 10,4 of 6,10%,66%,1.0,0.0,1.0,1.0,0.0,0.0,52 of 109,37 of 97,10 of 11,8 of 10,3 of 3,5 of 5,4 of 6,9 of 14,61 of 117,28 of 85,0 of 0,13 of 13
2008-11-15,UFC 91: Couture vs Lesnar,2,3:07,win,-,Brock Lesnar,Randy Couture,Heavyweight,31.0,11.0,2.0,1.0,0.0,0.0,2.0,0.0,KO/TKO,Punches,2008-11-15,UFC 91: Couture vs Lesnar,Brock Lesnar,Randy Couture,KO/TKO,2,3:07,5 Rnd (5-5-5-5-5),Mario Yamasaki,1.0,0.0,31 of 42,11 of 19,73%,57%,68 of 79,17 of 25,2 of 4,1 of 3,50%,33%,0.0,0.0,2.0,0.0,0.0,0.0,21 of 32,6 of 13,6 of 6,1 of 1,4 of 4,4 of 5,12 of 13,8 of 11,5 of 15,3 of 8,14 of 14,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,1,4:03,win,-,Kenny Florian,Joe Stevenson,Lightweight,17.0,6.0,1.0,1.0,1.0,0.0,4.0,0.0,SUB,Rear Naked Choke,2008-11-15,UFC 91: Couture vs Lesnar,Kenny Florian,Joe Stevenson,Submission,1,4:03,3 Rnd (5-5-5),Herb Dean,0.0,0.0,17 of 37,6 of 18,45%,33%,24 of 44,9 of 21,1 of 2,1 of 3,50%,33%,1.0,0.0,4.0,0.0,0.0,0.0,13 of 32,3 of 13,3 of 4,2 of 4,1 of 1,1 of 1,2 of 3,3 of 3,10 of 25,3 of 15,5 of 9,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,1,3:59,win,-,Dustin Hazelett,Tamdan McCrory,Welterweight,10.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,SUB,Armbar,2008-11-15,UFC 91: Couture vs Lesnar,Dustin Hazelett,Tamdan McCrory,Submission,1,3:59,3 Rnd (5-5-5),Steve Mazzagatti,0.0,0.0,10 of 21,15 of 28,47%,53%,13 of 24,15 of 28,0 of 0,0 of 0,0%,0%,3.0,0.0,0.0,0.0,0.0,0.0,5 of 14,6 of 18,3 of 4,4 of 5,2 of 3,5 of 5,0 of 0,4 of 7,9 of 19,11 of 21,1 of 2,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,2,0:57,win,-,Matt Brown,Ryan Thomas,Welterweight,15.0,15.0,1.0,5.0,3.0,0.0,0.0,2.0,SUB,Armbar,2008-11-15,UFC 91: Couture vs Lesnar,Matt Brown,Ryan Thomas,Submission,2,0:57,3 Rnd (5-5-5),Herb Dean,0.0,0.0,15 of 23,15 of 22,65%,68%,20 of 30,76 of 85,1 of 1,5 of 8,100%,62%,3.0,0.0,0.0,2.0,0.0,0.0,7 of 15,8 of 14,7 of 7,5 of 6,1 of 1,2 of 2,7 of 7,2 of 2,5 of 13,3 of 10,3 of 3,10 of 10
2008-11-15,UFC 91: Couture vs Lesnar,1,2:13,win,-,Demian Maia,Nate Quarry,Middleweight,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,SUB,Rear Naked Choke,2008-11-15,UFC 91: Couture vs Lesnar,Demian Maia,Nate Quarry,Submission,1,2:13,3 Rnd (5-5-5),Herb Dean,0.0,0.0,2 of 4,0 of 0,50%,0%,22 of 32,8 of 8,1 of 2,0 of 0,50%,0%,1.0,0.0,3.0,0.0,0.0,0.0,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,2 of 2,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,3,5:00,win,-,Aaron Riley,Jorge Gurgel,Lightweight,98.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,U-DEC,-,2008-11-15,UFC 91: Couture vs Lesnar,Aaron Riley,Jorge Gurgel,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,98 of 222,70 of 199,44%,35%,133 of 261,91 of 220,1 of 1,1 of 4,100%,25%,0.0,0.0,0.0,0.0,0.0,0.0,63 of 172,46 of 166,21 of 27,21 of 26,14 of 23,3 of 7,21 of 29,14 of 25,69 of 181,56 of 174,8 of 12,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,3,0:39,win,-,Jeremy Stephens,Rafael Dos Anjos,Lightweight,22.0,9.0,0.0,4.0,0.0,2.0,0.0,3.0,KO/TKO,Punch,2008-11-15,UFC 91: Couture vs Lesnar,Jeremy Stephens,Rafael Dos Anjos,KO/TKO,3,0:39,3 Rnd (5-5-5),Steve Mazzagatti,1.0,0.0,22 of 46,9 of 18,47%,50%,33 of 60,37 of 48,0 of 0,4 of 6,0%,66%,0.0,2.0,0.0,3.0,2.0,0.0,13 of 36,4 of 12,5 of 6,0 of 0,4 of 4,5 of 6,1 of 1,1 of 2,9 of 26,8 of 16,12 of 19,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,3,3:16,win,-,Mark Bocek,Alvin Robinson,Lightweight,21.0,5.0,1.0,0.0,6.0,0.0,12.0,0.0,SUB,Rear Naked Choke,2008-11-15,UFC 91: Couture vs Lesnar,Mark Bocek,Alvin Robinson,Submission,3,3:16,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,21 of 44,5 of 14,47%,35%,118 of 152,41 of 53,1 of 1,0 of 1,100%,0%,6.0,0.0,12.0,0.0,2.0,2.0,15 of 38,5 of 14,6 of 6,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,2 of 8,5 of 14,18 of 35,0 of 0
2008-11-15,UFC 91: Couture vs Lesnar,1,1:01,win,-,Gabriel Gonzaga,Josh Hendricks,Heavyweight,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2008-11-15,UFC 91: Couture vs Lesnar,Gabriel Gonzaga,Josh Hendricks,KO/TKO,1,1:01,3 Rnd (5-5-5),Steve Mazzagatti,1.0,0.0,12 of 17,1 of 5,70%,20%,12 of 17,6 of 10,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,7 of 11,1 of 5,5 of 6,0 of 0,0 of 0,0 of 0,7 of 8,1 of 3,3 of 7,0 of 2,2 of 2,0 of 0
2008-12-10,UFC Fight Night - Fight for the Troops,1,4:04,win,-,Steve Cantwell,Razak Al-Hassan,Light Heavyweight,15.0,13.0,1.0,0.0,1.0,0.0,2.0,0.0,SUB,Armbar,2008-12-10,UFC Fight Night - Fight for the Troops,Steve Cantwell,Razak Al-Hassan,Submission,1,4:04,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,15 of 29,13 of 56,51%,23%,19 of 33,15 of 58,1 of 1,0 of 1,100%,0%,1.0,0.0,2.0,0.0,0.0,0.0,9 of 22,5 of 46,4 of 5,2 of 3,2 of 2,6 of 7,1 of 2,1 of 3,12 of 24,12 of 53,2 of 3,0 of 0
2008-12-10,UFC Fight Night - Fight for the Troops,1,2:15,win,-,Josh Koscheck,Yoshiyuki Yoshida,Welterweight,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punches,2008-12-10,UFC Fight Night - Fight for the Troops,Josh Koscheck,Yoshiyuki Yoshida,KO/TKO,1,2:15,3 Rnd (5-5-5),Mario Yamasaki,1.0,0.0,6 of 16,6 of 17,37%,35%,6 of 16,6 of 17,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,6 of 16,1 of 6,0 of 0,2 of 4,0 of 0,3 of 7,1 of 2,1 of 2,5 of 14,5 of 15,0 of 0,0 of 0
2008-12-10,UFC Fight Night - Fight for the Troops,1,0:33,win,-,Mike Swick,Jonathan Goulet,Welterweight,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2008-12-10,UFC Fight Night - Fight for the Troops,Mike Swick,Jonathan Goulet,KO/TKO,1,0:33,3 Rnd (5-5-5),Dan Miragliotta,1.0,0.0,7 of 8,1 of 3,87%,33%,16 of 17,1 of 3,0 of 0,0 of 1,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,7 of 8,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,1 of 3,5 of 5,0 of 0
2008-12-10,UFC Fight Night - Fight for the Troops,2,5:00,win,-,Tim Credeur,Nate Loughran,Middleweight,52.0,25.0,1.0,0.0,0.0,0.0,2.0,0.0,KO/TKO,-,2008-12-10,UFC Fight Night - Fight for the Troops,Tim Credeur,Nate Loughran,KO/TKO,2,5:00,3 Rnd (5-5-5),Dan Miragliotta,0.0,0.0,52 of 131,25 of 62,39%,40%,60 of 140,28 of 65,1 of 1,0 of 3,100%,0%,0.0,0.0,2.0,0.0,0.0,0.0,39 of 115,6 of 31,10 of 13,12 of 19,3 of 3,7 of 12,6 of 8,1 of 2,44 of 116,24 of 60,2 of 7,0 of 0
2008-12-10,UFC Fight Night - Fight for the Troops,3,5:00,win,-,Justin McCully,Eddie Sanchez,Heavyweight,40.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,U-DEC,-,2008-12-10,UFC Fight Night - Fight for the Troops,Justin McCully,Eddie Sanchez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,1.0,1.0,40 of 88,42 of 100,45%,42%,114 of 163,94 of 157,1 of 4,0 of 4,25%,0%,0.0,0.0,0.0,1.0,0.0,0.0,29 of 66,28 of 84,4 of 6,11 of 13,7 of 16,3 of 3,16 of 27,22 of 35,24 of 61,18 of 63,0 of 0,2 of 2
2008-12-10,UFC Fight Night - Fight for the Troops,3,5:00,win,-,Luigi Fioravanti,Brodie Farber,Welterweight,30.0,10.0,8.0,1.0,5.0,1.0,10.0,0.0,U-DEC,-,2008-12-10,UFC Fight Night - Fight for the Troops,Luigi Fioravanti,Brodie Farber,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Al Coley,0.0,0.0,30 of 55,10 of 29,54%,34%,100 of 139,14 of 33,8 of 10,1 of 2,80%,50%,5.0,1.0,10.0,0.0,0.0,0.0,15 of 37,2 of 17,3 of 4,6 of 8,12 of 14,2 of 4,6 of 12,6 of 7,12 of 25,3 of 18,12 of 18,1 of 4
2008-12-10,UFC Fight Night - Fight for the Troops,2,3:44,win,-,Steve Bruno,Johnny Rees,Welterweight,10.0,36.0,3.0,1.0,1.0,0.0,3.0,1.0,SUB,Rear Naked Choke,2008-12-10,UFC Fight Night - Fight for the Troops,Steve Bruno,Johnny Rees,Submission,2,3:44,3 Rnd (5-5-5),Donnie Jessup,0.0,0.0,10 of 18,36 of 52,55%,69%,37 of 47,49 of 65,3 of 6,1 of 4,50%,25%,1.0,0.0,3.0,1.0,0.0,0.0,5 of 11,15 of 26,2 of 2,15 of 18,3 of 5,6 of 8,5 of 8,27 of 35,2 of 7,4 of 12,3 of 3,5 of 5
2008-12-10,UFC Fight Night - Fight for the Troops,1,1:49,win,-,Ben Saunders,Brandon Wolff,Welterweight,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Knees,2008-12-10,UFC Fight Night - Fight for the Troops,Ben Saunders,Brandon Wolff,KO/TKO,1,1:49,3 Rnd (5-5-5),Al Coley,1.0,0.0,42 of 51,0 of 1,82%,0%,49 of 58,4 of 5,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,35 of 43,0 of 1,6 of 7,0 of 0,1 of 1,0 of 0,35 of 41,0 of 1,7 of 10,0 of 0,0 of 0,0 of 0
2008-12-10,UFC Fight Night - Fight for the Troops,2,0:20,win,-,Dale Hartt,Corey Hill,Lightweight,8.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,KO/TKO,-,2008-12-10,UFC Fight Night - Fight for the Troops,Dale Hartt,Corey Hill,KO/TKO,2,0:20,3 Rnd (5-5-5),Donnie Jessup,0.0,0.0,8 of 18,8 of 25,44%,32%,12 of 22,20 of 37,0 of 0,2 of 3,0%,66%,0.0,0.0,0.0,2.0,0.0,0.0,0 of 6,4 of 18,1 of 1,2 of 3,7 of 11,2 of 4,0 of 1,0 of 0,8 of 17,7 of 22,0 of 0,1 of 3
2008-12-10,UFC Fight Night - Fight for the Troops,3,5:00,win,-,Jim Miller,Matt Wiman,Lightweight,61.0,20.0,4.0,1.0,2.0,0.0,3.0,0.0,U-DEC,-,2008-12-10,UFC Fight Night - Fight for the Troops,Jim Miller,Matt Wiman,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,61 of 137,20 of 56,44%,35%,110 of 193,34 of 73,4 of 6,1 of 3,66%,33%,2.0,0.0,3.0,0.0,1.0,1.0,50 of 120,13 of 48,9 of 14,4 of 5,2 of 3,3 of 3,19 of 38,5 of 12,18 of 56,15 of 44,24 of 43,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,3,5:00,win,-,Efrain Escudero,Phillipe Nover,Lightweight,27.0,20.0,7.0,0.0,0.0,2.0,5.0,1.0,U-DEC,-,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Efrain Escudero,Phillipe Nover,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,0.0,0.0,27 of 45,20 of 55,60%,36%,81 of 104,95 of 132,7 of 8,0 of 1,87%,0%,0.0,2.0,5.0,1.0,0.0,1.0,9 of 22,9 of 36,4 of 8,4 of 9,14 of 15,7 of 10,6 of 9,7 of 11,4 of 13,11 of 40,17 of 23,2 of 4
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,1,2:18,win,-,Ryan Bader,Vinny Magalhaes,Light Heavyweight,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader,Vinny Magalhaes,KO/TKO,1,2:18,3 Rnd (5-5-5),Herb Dean,1.0,0.0,15 of 30,4 of 20,50%,20%,15 of 30,4 of 20,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,9 of 24,1 of 14,2 of 2,3 of 5,4 of 4,0 of 1,0 of 0,0 of 0,12 of 26,4 of 20,3 of 4,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,3,0:28,win,-,Anthony Johnson,Kevin Burns,Welterweight,35.0,17.0,3.0,0.0,0.0,2.0,2.0,0.0,KO/TKO,Kick,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson,Kevin Burns,KO/TKO,3,0:28,3 Rnd (5-5-5),Mario Yamasaki,1.0,0.0,35 of 64,17 of 45,54%,37%,109 of 148,39 of 67,3 of 3,0 of 0,100%,0%,0.0,2.0,2.0,0.0,0.0,0.0,15 of 39,7 of 32,9 of 12,1 of 3,11 of 13,9 of 10,0 of 0,0 of 0,23 of 38,17 of 45,12 of 26,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,1,2:18,win,-,Wilson Gouveia,Jason MacDonald,Middleweight,18.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,KO/TKO,Elbow,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Wilson Gouveia,Jason MacDonald,KO/TKO,1,2:18,3 Rnd (5-5-5),Josh Rosenthal,1.0,0.0,18 of 28,6 of 13,64%,46%,24 of 39,9 of 16,0 of 0,1 of 4,0%,25%,0.0,0.0,1.0,0.0,0.0,0.0,17 of 26,0 of 7,0 of 0,1 of 1,1 of 2,5 of 5,0 of 0,4 of 4,4 of 10,2 of 9,14 of 18,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2,1:32,win,-,Junie Browning,David Kaplan,Lightweight,31.0,12.0,2.0,2.0,2.0,1.0,6.0,0.0,SUB,Armbar,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning,David Kaplan,Submission,2,1:32,3 Rnd (5-5-5),Steve Mazzagatti,0.0,0.0,31 of 63,12 of 29,49%,41%,38 of 71,14 of 32,2 of 2,2 of 2,100%,100%,2.0,1.0,6.0,0.0,1.0,1.0,21 of 50,5 of 17,5 of 6,3 of 4,5 of 7,4 of 8,3 of 7,4 of 7,25 of 48,8 of 22,3 of 8,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,1,1:27,win,-,Eliot Marshall,Jules Bruchez,Light Heavyweight,8.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,SUB,Rear Naked Choke,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Eliot Marshall,Jules Bruchez,Submission,1,1:27,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,8 of 15,1 of 2,53%,50%,13 of 20,3 of 4,1 of 1,0 of 0,100%,0%,2.0,0.0,3.0,0.0,0.0,0.0,8 of 15,0 of 1,0 of 0,0 of 0,0 of 0,1 of 1,2 of 3,1 of 1,5 of 11,0 of 1,1 of 1,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,3,5:00,win,-,Tom Lawlor,Kyle Kingsbury,Light Heavyweight,14.0,10.0,7.0,0.0,0.0,0.0,2.0,0.0,U-DEC,-,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor,Kyle Kingsbury,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,0.0,0.0,14 of 22,10 of 22,63%,45%,70 of 82,101 of 116,7 of 19,0 of 0,36%,0%,0.0,0.0,2.0,0.0,0.0,0.0,14 of 22,6 of 18,0 of 0,3 of 3,0 of 0,1 of 1,2 of 4,5 of 8,0 of 0,1 of 10,12 of 18,4 of 4
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,3,5:00,win,-,Shane Nelson,George Roop,Lightweight,10.0,21.0,3.0,1.0,2.0,0.0,4.0,1.0,S-DEC,-,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Shane Nelson,George Roop,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,10 of 32,21 of 74,31%,28%,69 of 95,93 of 153,3 of 10,1 of 1,30%,100%,2.0,0.0,4.0,1.0,0.0,0.0,10 of 32,10 of 56,0 of 0,8 of 15,0 of 0,3 of 3,1 of 3,9 of 21,1 of 9,8 of 45,8 of 20,4 of 8
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2,2:18,win,-,Rolando Delgado,John Polakowski,Lightweight,15.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,SUB,Guillotine Choke,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Rolando Delgado,John Polakowski,Submission,2,2:18,3 Rnd (5-5-5),Josh Rosenthal,1.0,0.0,15 of 27,1 of 23,55%,4%,44 of 59,4 of 28,1 of 4,0 of 0,25%,0%,3.0,1.0,4.0,0.0,0.0,0.0,8 of 16,1 of 22,7 of 10,0 of 1,0 of 1,0 of 0,0 of 0,0 of 0,9 of 18,1 of 23,6 of 9,0 of 0
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2,3:27,win,-,Krzysztof Soszynski,Shane Primm,Light Heavyweight,19.0,7.0,0.0,1.0,1.0,0.0,4.0,0.0,SUB,Kimura,2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski,Shane Primm,Submission,2,3:27,3 Rnd (5-5-5),Herb Dean,0.0,0.0,19 of 50,7 of 26,38%,26%,38 of 69,12 of 31,0 of 0,1 of 5,0%,20%,1.0,0.0,4.0,0.0,0.0,0.0,16 of 47,2 of 19,2 of 2,4 of 6,1 of 1,1 of 1,4 of 8,6 of 12,9 of 33,1 of 14,6 of 9,0 of 0
2008-12-27,UFC 92: The Ultimate 2008,3,2:46,win,-,Rashad Evans,Forrest Griffin,Light Heavyweight,49.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,KO/TKO,Punches,2008-12-27,UFC 92: The Ultimate 2008,Rashad Evans,Forrest Griffin,KO/TKO,3,2:46,5 Rnd (5-5-5-5-5),Steve Mazzagatti,0.0,0.0,49 of 103,50 of 149,47%,33%,51 of 105,51 of 151,1 of 1,0 of 0,100%,0%,0.0,0.0,1.0,0.0,0.0,0.0,44 of 96,16 of 100,1 of 2,10 of 17,4 of 5,24 of 32,0 of 0,6 of 8,24 of 64,44 of 141,25 of 39,0 of 0
2008-12-27,UFC 92: The Ultimate 2008,1,3:01,win,-,CB Dollaway,Mike Massenzio,Middleweight,9.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,KO/TKO,Punches,2008-12-27,UFC 92: The Ultimate 2008,CB Dollaway,Mike Massenzio,KO/TKO,1,3:01,3 Rnd (5-5-5),Yves Lavigne,0.0,1.0,9 of 19,3 of 6,47%,50%,29 of 40,8 of 12,1 of 1,0 of 0,100%,0%,0.0,2.0,2.0,0.0,0.0,0.0,8 of 16,3 of 6,1 of 3,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,3 of 8,3 of 6,6 of 9,0 of 0
2008-12-27,UFC 92: The Ultimate 2008,1,3:21,win,-,Rampage Jackson,Wanderlei Silva,Light Heavyweight,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2008-12-27,UFC 92: The Ultimate 2008,Rampage Jackson,Wanderlei Silva,KO/TKO,1,3:21,3 Rnd (5-5-5),Yves Lavigne,1.0,0.0,11 of 20,7 of 26,55%,26%,11 of 20,7 of 26,0 of 1,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,10 of 19,4 of 21,0 of 0,0 of 0,1 of 1,3 of 5,0 of 0,1 of 1,9 of 18,6 of 25,2 of 2,0 of 0
2008-12-27,UFC 92: The Ultimate 2008,2,1:54,win,-,Frank Mir,Minotauro Nogueira,Heavyweight,37.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2008-12-27,UFC 92: The Ultimate 2008,Frank Mir,Minotauro Nogueira,KO/TKO,2,1:54,5 Rnd (5-5-5-5-5),Herb Dean,3.0,0.0,37 of 101,10 of 38,36%,26%,40 of 106,15 of 43,1 of 1,0 of 0,100%,0%,0.0,0.0,0.0,0.0,0.0,0.0,30 of 91,8 of 35,2 of 3,0 of 1,5 of 7,2 of 2,2 of 3,0 of 1,25 of 79,9 of 35,10 of 19,1 of 2
2008-12-27,UFC 92: The Ultimate 2008,3,5:00,win,-,Yushin Okami,Dean Lister,Middleweight,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2008-12-27,UFC 92: The Ultimate 2008,Yushin Okami,Dean Lister,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,0.0,0.0,39 of 77,6 of 39,50%,15%,77 of 117,17 of 52,0 of 0,0 of 11,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,32 of 70,2 of 33,6 of 6,0 of 1,1 of 1,4 of 5,6 of 6,0 of 3,16 of 44,6 of 36,17 of 27,0 of 0
